100.out:! -8893.68018747
30.out:! -8366.05971349
40.out:! -8663.37619368
50.out:! -8795.32366542
60.out:! -8852.55947543
70.out:! -8877.43500542
80.out:! -8888.02559751
90.out:! -8892.23198025
